mode,test id,chunk gap,epochs current,epochs,n_split_vnf2,n_combiner_vnf2,used chunk num,used data length,used data shape,cache time,processing time
0,1,0.002,1,50,2,1,20,5120,"[1, 160, 32]",0.06,0.301
0,1,0.002,1,50,2,1,20,5120,"[1, 160, 32]",0.04,0.259
0,1,0.002,2,50,2,1,20,5120,"[1, 160, 32]",0.039,0.227
0,1,0.002,2,50,2,1,20,5120,"[1, 160, 32]",0.039,0.255
0,1,0.002,3,50,2,1,20,5120,"[1, 160, 32]",0.039,0.229
0,1,0.002,3,50,2,1,20,5120,"[1, 160, 32]",0.04,0.25
0,1,0.002,4,50,2,1,20,5120,"[1, 160, 32]",0.04,0.205
0,1,0.002,4,50,2,1,20,5120,"[1, 160, 32]",0.039,0.185
0,1,0.002,5,50,2,1,20,5120,"[1, 160, 32]",0.039,0.207
0,1,0.002,5,50,2,1,20,5120,"[1, 160, 32]",0.039,0.251
0,1,0.002,6,50,2,1,20,5120,"[1, 160, 32]",0.039,0.213
0,1,0.002,6,50,2,1,20,5120,"[1, 160, 32]",0.039,0.254
0,1,0.002,7,50,2,1,20,5120,"[1, 160, 32]",0.039,0.172
0,1,0.002,7,50,2,1,20,5120,"[1, 160, 32]",0.04,0.181
0,1,0.002,8,50,2,1,20,5120,"[1, 160, 32]",0.039,0.224
0,1,0.002,8,50,2,1,20,5120,"[1, 160, 32]",0.04,0.25
0,1,0.002,9,50,2,1,20,5120,"[1, 160, 32]",0.039,0.203
0,1,0.002,9,50,2,1,20,5120,"[1, 160, 32]",0.04,0.185
0,1,0.002,10,50,2,1,20,5120,"[1, 160, 32]",0.039,0.227
0,1,0.002,10,50,2,1,20,5120,"[1, 160, 32]",0.039,0.25
0,1,0.002,11,50,2,1,20,5120,"[1, 160, 32]",0.054,0.198
0,1,0.002,11,50,2,1,20,5120,"[1, 160, 32]",0.04,0.253
0,1,0.002,12,50,2,1,20,5120,"[1, 160, 32]",0.05,0.197
0,1,0.002,12,50,2,1,20,5120,"[1, 160, 32]",0.04,0.187
0,1,0.002,13,50,2,1,20,5120,"[1, 160, 32]",0.039,0.231
0,1,0.002,13,50,2,1,20,5120,"[1, 160, 32]",0.077,0.242
0,1,0.002,14,50,2,1,20,5120,"[1, 160, 32]",0.068,0.201
0,1,0.002,14,50,2,1,20,5120,"[1, 160, 32]",0.04,0.183
0,1,0.002,15,50,2,1,20,5120,"[1, 160, 32]",0.064,0.186
0,1,0.002,15,50,2,1,20,5120,"[1, 160, 32]",0.039,0.184
0,1,0.002,16,50,2,1,20,5120,"[1, 160, 32]",0.041,0.174
0,1,0.002,16,50,2,1,20,5120,"[1, 160, 32]",0.04,0.259
0,1,0.002,17,50,2,1,20,5120,"[1, 160, 32]",0.074,0.187
0,1,0.002,17,50,2,1,20,5120,"[1, 160, 32]",0.04,0.189
0,1,0.002,18,50,2,1,20,5120,"[1, 160, 32]",0.073,0.193
0,1,0.002,18,50,2,1,20,5120,"[1, 160, 32]",0.039,0.186
0,1,0.002,19,50,2,1,20,5120,"[1, 160, 32]",0.039,0.169
0,1,0.002,19,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,20,50,2,1,20,5120,"[1, 160, 32]",0.043,0.201
0,1,0.002,20,50,2,1,20,5120,"[1, 160, 32]",0.09,0.2
0,1,0.002,21,50,2,1,20,5120,"[1, 160, 32]",0.039,0.217
0,1,0.002,21,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,22,50,2,1,20,5120,"[1, 160, 32]",0.04,0.205
0,1,0.002,22,50,2,1,20,5120,"[1, 160, 32]",0.083,0.208
0,1,0.002,23,50,2,1,20,5120,"[1, 160, 32]",0.039,0.211
0,1,0.002,23,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,24,50,2,1,20,5120,"[1, 160, 32]",0.039,0.22
0,1,0.002,24,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,25,50,2,1,20,5120,"[1, 160, 32]",0.04,0.207
0,1,0.002,25,50,2,1,20,5120,"[1, 160, 32]",0.039,0.185
0,1,0.002,26,50,2,1,20,5120,"[1, 160, 32]",0.039,0.206
0,1,0.002,26,50,2,1,20,5120,"[1, 160, 32]",0.098,0.197
0,1,0.002,27,50,2,1,20,5120,"[1, 160, 32]",0.039,0.225
0,1,0.002,27,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,28,50,2,1,20,5120,"[1, 160, 32]",0.058,0.191
0,1,0.002,28,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,29,50,2,1,20,5120,"[1, 160, 32]",0.039,0.17
0,1,0.002,29,50,2,1,20,5120,"[1, 160, 32]",0.039,0.255
0,1,0.002,30,50,2,1,20,5120,"[1, 160, 32]",0.047,0.198
0,1,0.002,30,50,2,1,20,5120,"[1, 160, 32]",0.039,0.185
0,1,0.002,31,50,2,1,20,5120,"[1, 160, 32]",0.039,0.218
0,1,0.002,31,50,2,1,20,5120,"[1, 160, 32]",0.042,0.249
0,1,0.002,32,50,2,1,20,5120,"[1, 160, 32]",0.039,0.207
0,1,0.002,32,50,2,1,20,5120,"[1, 160, 32]",0.039,0.19
0,1,0.002,33,50,2,1,20,5120,"[1, 160, 32]",0.039,0.206
0,1,0.002,33,50,2,1,20,5120,"[1, 160, 32]",0.039,0.184
0,1,0.002,34,50,2,1,20,5120,"[1, 160, 32]",0.039,0.219
0,1,0.002,34,50,2,1,20,5120,"[1, 160, 32]",0.039,0.251
0,1,0.002,35,50,2,1,20,5120,"[1, 160, 32]",0.04,0.219
0,1,0.002,35,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,36,50,2,1,20,5120,"[1, 160, 32]",0.042,0.208
0,1,0.002,36,50,2,1,20,5120,"[1, 160, 32]",0.069,0.23
0,1,0.002,37,50,2,1,20,5120,"[1, 160, 32]",0.039,0.214
0,1,0.002,37,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,38,50,2,1,20,5120,"[1, 160, 32]",0.05,0.198
0,1,0.002,38,50,2,1,20,5120,"[1, 160, 32]",0.04,0.184
0,1,0.002,39,50,2,1,20,5120,"[1, 160, 32]",0.039,0.225
0,1,0.002,39,50,2,1,20,5120,"[1, 160, 32]",0.039,0.25
0,1,0.002,40,50,2,1,20,5120,"[1, 160, 32]",0.039,0.193
0,1,0.002,40,50,2,1,20,5120,"[1, 160, 32]",0.039,0.184
0,1,0.002,41,50,2,1,20,5120,"[1, 160, 32]",0.039,0.219
0,1,0.002,41,50,2,1,20,5120,"[1, 160, 32]",0.039,0.253
0,1,0.002,42,50,2,1,20,5120,"[1, 160, 32]",0.04,0.232
0,1,0.002,42,50,2,1,20,5120,"[1, 160, 32]",0.039,0.249
0,1,0.002,43,50,2,1,20,5120,"[1, 160, 32]",0.039,0.211
0,1,0.002,43,50,2,1,20,5120,"[1, 160, 32]",0.039,0.252
0,1,0.002,44,50,2,1,20,5120,"[1, 160, 32]",0.039,0.226
0,1,0.002,44,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,45,50,2,1,20,5120,"[1, 160, 32]",0.04,0.226
0,1,0.002,45,50,2,1,20,5120,"[1, 160, 32]",0.039,0.25
0,1,0.002,46,50,2,1,20,5120,"[1, 160, 32]",0.039,0.218
0,1,0.002,46,50,2,1,20,5120,"[1, 160, 32]",0.039,0.251
0,1,0.002,47,50,2,1,20,5120,"[1, 160, 32]",0.039,0.229
0,1,0.002,47,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,48,50,2,1,20,5120,"[1, 160, 32]",0.04,0.17
0,1,0.002,48,50,2,1,20,5120,"[1, 160, 32]",0.039,0.253
0,1,0.002,49,50,2,1,20,5120,"[1, 160, 32]",0.039,0.217
0,1,0.002,49,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,50,50,2,1,20,5120,"[1, 160, 32]",0.039,0.225
0,1,0.002,50,50,2,1,20,5120,"[1, 160, 32]",0.039,0.248
0,1,0.002,1,50,4,1,10,2560,"[1, 160, 16]",0.019,0.116
0,1,0.002,1,50,4,1,10,2560,"[1, 160, 16]",0.02,0.128
0,1,0.002,1,50,4,1,10,2560,"[1, 160, 16]",0.019,0.112
0,1,0.002,1,50,4,1,10,2560,"[1, 160, 16]",0.033,0.151
0,1,0.002,2,50,4,1,10,2560,"[1, 160, 16]",0.019,0.128
0,1,0.002,2,50,4,1,10,2560,"[1, 160, 16]",0.019,0.109
0,1,0.002,2,50,4,1,10,2560,"[1, 160, 16]",0.019,0.081
0,1,0.002,2,50,4,1,10,2560,"[1, 160, 16]",0.019,0.086
0,1,0.002,3,50,4,1,10,2560,"[1, 160, 16]",0.021,0.111
0,1,0.002,3,50,4,1,10,2560,"[1, 160, 16]",0.019,0.111
0,1,0.002,3,50,4,1,10,2560,"[1, 160, 16]",0.019,0.085
0,1,0.002,3,50,4,1,10,2560,"[1, 160, 16]",0.019,0.094
0,1,0.002,4,50,4,1,10,2560,"[1, 160, 16]",0.019,0.108
0,1,0.002,4,50,4,1,10,2560,"[1, 160, 16]",0.019,0.11
0,1,0.002,4,50,4,1,10,2560,"[1, 160, 16]",0.018,0.08
0,1,0.002,4,50,4,1,10,2560,"[1, 160, 16]",0.019,0.094
0,1,0.002,5,50,4,1,10,2560,"[1, 160, 16]",0.019,0.126
0,1,0.002,5,50,4,1,10,2560,"[1, 160, 16]",0.018,0.117
0,1,0.002,5,50,4,1,10,2560,"[1, 160, 16]",0.019,0.077
0,1,0.002,5,50,4,1,10,2560,"[1, 160, 16]",0.02,0.088
0,1,0.002,6,50,4,1,10,2560,"[1, 160, 16]",0.019,0.126
0,1,0.002,6,50,4,1,10,2560,"[1, 160, 16]",0.019,0.114
0,1,0.002,6,50,4,1,10,2560,"[1, 160, 16]",0.018,0.074
0,1,0.002,6,50,4,1,10,2560,"[1, 160, 16]",0.019,0.094
0,1,0.002,7,50,4,1,10,2560,"[1, 160, 16]",0.019,0.136
0,1,0.002,7,50,4,1,10,2560,"[1, 160, 16]",0.019,0.107
0,1,0.002,7,50,4,1,10,2560,"[1, 160, 16]",0.019,0.079
0,1,0.002,7,50,4,1,10,2560,"[1, 160, 16]",0.019,0.09
0,1,0.002,8,50,4,1,10,2560,"[1, 160, 16]",0.019,0.132
0,1,0.002,8,50,4,1,10,2560,"[1, 160, 16]",0.019,0.124
0,1,0.002,8,50,4,1,10,2560,"[1, 160, 16]",0.019,0.075
0,1,0.002,8,50,4,1,10,2560,"[1, 160, 16]",0.019,0.086
0,1,0.002,9,50,4,1,10,2560,"[1, 160, 16]",0.019,0.12
0,1,0.002,9,50,4,1,10,2560,"[1, 160, 16]",0.019,0.115
0,1,0.002,9,50,4,1,10,2560,"[1, 160, 16]",0.019,0.077
0,1,0.002,9,50,4,1,10,2560,"[1, 160, 16]",0.019,0.09
0,1,0.002,10,50,4,1,10,2560,"[1, 160, 16]",0.019,0.124
0,1,0.002,10,50,4,1,10,2560,"[1, 160, 16]",0.027,0.128
0,1,0.002,10,50,4,1,10,2560,"[1, 160, 16]",0.019,0.072
0,1,0.002,10,50,4,1,10,2560,"[1, 160, 16]",0.019,0.082
0,1,0.002,11,50,4,1,10,2560,"[1, 160, 16]",0.019,0.128
0,1,0.002,11,50,4,1,10,2560,"[1, 160, 16]",0.019,0.122
0,1,0.002,11,50,4,1,10,2560,"[1, 160, 16]",0.019,0.079
0,1,0.002,11,50,4,1,10,2560,"[1, 160, 16]",0.019,0.086
0,1,0.002,12,50,4,1,10,2560,"[1, 160, 16]",0.019,0.111
0,1,0.002,12,50,4,1,10,2560,"[1, 160, 16]",0.019,0.114
0,1,0.002,12,50,4,1,10,2560,"[1, 160, 16]",0.019,0.077
0,1,0.002,12,50,4,1,10,2560,"[1, 160, 16]",0.018,0.094
0,1,0.002,13,50,4,1,10,2560,"[1, 160, 16]",0.019,0.135
0,1,0.002,13,50,4,1,10,2560,"[1, 160, 16]",0.018,0.109
0,1,0.002,13,50,4,1,10,2560,"[1, 160, 16]",0.019,0.079
0,1,0.002,13,50,4,1,10,2560,"[1, 160, 16]",0.019,0.087
0,1,0.002,14,50,4,1,10,2560,"[1, 160, 16]",0.024,0.122
0,1,0.002,14,50,4,1,10,2560,"[1, 160, 16]",0.019,0.112
0,1,0.002,14,50,4,1,10,2560,"[1, 160, 16]",0.019,0.078
0,1,0.002,14,50,4,1,10,2560,"[1, 160, 16]",0.019,0.094
0,1,0.002,15,50,4,1,10,2560,"[1, 160, 16]",0.019,0.12
0,1,0.002,15,50,4,1,10,2560,"[1, 160, 16]",0.019,0.114
0,1,0.002,15,50,4,1,10,2560,"[1, 160, 16]",0.019,0.077
0,1,0.002,15,50,4,1,10,2560,"[1, 160, 16]",0.019,0.101
0,1,0.002,16,50,4,1,10,2560,"[1, 160, 16]",0.019,0.128
0,1,0.002,16,50,4,1,10,2560,"[1, 160, 16]",0.02,0.111
0,1,0.002,16,50,4,1,10,2560,"[1, 160, 16]",0.019,0.074
0,1,0.002,16,50,4,1,10,2560,"[1, 160, 16]",0.019,0.091
0,1,0.002,17,50,4,1,10,2560,"[1, 160, 16]",0.021,0.122
0,1,0.002,17,50,4,1,10,2560,"[1, 160, 16]",0.019,0.111
0,1,0.002,17,50,4,1,10,2560,"[1, 160, 16]",0.019,0.076
0,1,0.002,17,50,4,1,10,2560,"[1, 160, 16]",0.02,0.18
0,1,0.002,18,50,4,1,10,2560,"[1, 160, 16]",0.019,0.129
0,1,0.002,18,50,4,1,10,2560,"[1, 160, 16]",0.019,0.108
0,1,0.002,18,50,4,1,10,2560,"[1, 160, 16]",0.018,0.081
0,1,0.002,18,50,4,1,10,2560,"[1, 160, 16]",0.019,0.086
0,1,0.002,19,50,4,1,10,2560,"[1, 160, 16]",0.019,0.043
0,1,0.002,19,50,4,1,10,2560,"[1, 160, 16]",0.019,0.119
0,1,0.002,19,50,4,1,10,2560,"[1, 160, 16]",0.019,0.122
0,1,0.002,19,50,4,1,10,2560,"[1, 160, 16]",0.019,0.082
0,1,0.002,20,50,4,1,10,2560,"[1, 160, 16]",0.019,0.042
0,1,0.002,20,50,4,1,10,2560,"[1, 160, 16]",0.026,0.169
0,1,0.002,20,50,4,1,10,2560,"[1, 160, 16]",0.019,0.116
0,1,0.002,20,50,4,1,10,2560,"[1, 160, 16]",0.018,0.082
