mode,test id,chunk gap,epochs current,epochs,n_split_server,n_combiner_server,used chunk num,used data length,used data shape,cache time,processing time
1,2,0.002,31,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,32,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.64,0.006
1,2,0.002,32,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,32,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,33,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.619,0.006
1,2,0.002,33,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,33,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,34,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.615,0.078
1,2,0.002,34,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,34,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,35,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.628,0.006
1,2,0.002,35,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,35,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,36,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.613,0.007
1,2,0.002,36,50,1,1,0,16384,"[64.0, 256]",0.0,0.07
1,2,0.002,36,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,37,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.613,0.075
1,2,0.002,37,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,37,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,38,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.652,0.006
1,2,0.002,38,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,38,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,39,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.654,0.006
1,2,0.002,39,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,39,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,40,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.623,0.074
1,2,0.002,40,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,40,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,41,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.624,0.075
1,2,0.002,41,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,41,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,42,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.614,0.006
1,2,0.002,42,50,1,1,0,16384,"[64.0, 256]",0.0,0.069
1,2,0.002,42,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,43,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.605,0.006
1,2,0.002,43,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,43,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,44,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.611,0.074
1,2,0.002,44,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,44,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,45,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.624,0.007
1,2,0.002,45,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,45,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,46,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.611,0.075
1,2,0.002,46,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,46,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,47,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.611,0.007
1,2,0.002,47,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,47,50,1,1,0,4096,"[64.0, 64]",0.0,0.073
1,2,0.002,48,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.617,0.078
1,2,0.002,48,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,48,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,49,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.612,0.075
1,2,0.002,49,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,49,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
1,2,0.002,50,50,1,1,768,1,"[0.0003255208333333333, 3072]",1.626,0.077
1,2,0.002,50,50,1,1,0,16384,"[64.0, 256]",0.0,0.001
1,2,0.002,50,50,1,1,0,4096,"[64.0, 64]",0.0,0.001
