mode,test id,chunk gap,epochs current,epochs,n_split_server,n_combiner_server,used chunk num,used data length,used data shape,cache time,processing time
1,1,0.002,49,50,8,1,8,64,64,1.516,0.0
1,1,0.002,50,50,8,1,8,64,64,1.588,0.0
1,1,0.002,1,50,16,1,16,64,64,1.735,0.0
1,1,0.002,2,50,16,1,16,64,64,1.752,0.0
1,1,0.002,3,50,16,1,16,64,64,1.753,0.0
1,1,0.002,4,50,16,1,16,64,64,1.71,0.0
1,1,0.002,5,50,16,1,16,64,64,1.766,0.0
1,1,0.002,6,50,16,1,16,64,64,1.784,0.0
1,1,0.002,7,50,16,1,16,64,64,1.778,0.0
1,1,0.002,8,50,16,1,16,64,64,1.784,0.0
1,1,0.002,9,50,16,1,16,64,64,1.788,0.0
1,1,0.002,10,50,16,1,16,64,64,1.739,0.0
1,1,0.002,11,50,16,1,16,64,64,1.719,0.0
1,1,0.002,12,50,16,1,16,64,64,1.742,0.0
1,1,0.002,13,50,16,1,16,64,64,1.715,0.0
1,1,0.002,14,50,16,1,16,64,64,1.777,0.0
1,1,0.002,15,50,16,1,16,64,64,1.73,0.0
1,1,0.002,16,50,16,1,16,64,64,1.711,0.0
1,1,0.002,17,50,16,1,16,64,64,1.723,0.0
1,1,0.002,18,50,16,1,16,64,64,1.745,0.0
1,1,0.002,19,50,16,1,16,64,64,1.772,0.0
1,1,0.002,20,50,16,1,16,64,64,1.773,0.0
1,1,0.002,21,50,16,1,16,64,64,1.787,0.0
1,1,0.002,22,50,16,1,16,64,64,1.794,0.0
1,1,0.002,23,50,16,1,16,64,64,1.779,0.0
1,1,0.002,24,50,16,1,16,64,64,1.787,0.0
1,1,0.002,25,50,16,1,16,64,64,1.789,0.0
1,1,0.002,26,50,16,1,16,64,64,1.741,0.0
1,1,0.002,27,50,16,1,16,64,64,1.721,0.0
1,1,0.002,28,50,16,1,16,64,64,1.775,0.0
1,1,0.002,29,50,16,1,16,64,64,1.742,0.0
1,1,0.002,30,50,16,1,16,64,64,1.712,0.0
1,1,0.002,31,50,16,1,16,64,64,1.778,0.0
1,1,0.002,32,50,16,1,16,64,64,1.718,0.0
1,1,0.002,33,50,16,1,16,64,64,1.742,0.0
1,1,0.002,34,50,16,1,16,64,64,1.792,0.0
1,1,0.002,35,50,16,1,16,64,64,1.769,0.0
1,1,0.002,36,50,16,1,16,64,64,1.783,0.0
1,1,0.002,37,50,16,1,16,64,64,1.75,0.0
1,1,0.002,38,50,16,1,16,64,64,1.82,0.0
1,1,0.002,39,50,16,1,16,64,64,1.773,0.0
1,1,0.002,40,50,16,1,16,64,64,1.752,0.0
1,1,0.002,41,50,16,1,16,64,64,1.722,0.0
1,1,0.002,42,50,16,1,16,64,64,1.738,0.0
1,1,0.002,43,50,16,1,16,64,64,1.728,0.0
1,1,0.002,44,50,16,1,16,64,64,1.719,0.0
1,1,0.002,45,50,16,1,16,64,64,1.718,0.0
1,1,0.002,46,50,16,1,16,64,64,1.72,0.0
1,1,0.002,47,50,16,1,16,64,64,1.731,0.0
1,1,0.002,48,50,16,1,16,64,64,1.728,0.0
1,1,0.002,49,50,16,1,16,64,64,1.731,0.0
1,1,0.002,50,50,16,1,16,64,64,1.775,0.0
1,1,0.002,1,50,32,1,32,64,64,1.901,0.0
1,1,0.002,2,50,32,1,32,64,64,1.944,0.0
1,1,0.002,3,50,32,1,32,64,64,1.951,0.0
1,1,0.002,4,50,32,1,32,64,64,1.947,0.0
1,1,0.002,5,50,32,1,32,64,64,1.954,0.0
1,1,0.002,6,50,32,1,32,64,64,1.948,0.0
1,1,0.002,7,50,32,1,32,64,64,1.976,0.0
1,1,0.002,8,50,32,1,32,64,64,2.026,0.0
1,1,0.002,9,50,32,1,32,64,64,1.988,0.0
1,1,0.002,10,50,32,1,32,64,64,1.925,0.0
1,1,0.002,11,50,32,1,32,64,64,1.943,0.0
1,1,0.002,12,50,32,1,32,64,64,1.953,0.0
1,1,0.002,13,50,32,1,32,64,64,1.955,0.0
1,1,0.002,14,50,32,1,32,64,64,1.873,0.0
1,1,0.002,15,50,32,1,32,64,64,1.857,0.0
1,1,0.002,16,50,32,1,32,64,64,1.932,0.0
1,1,0.002,17,50,32,1,32,64,64,1.917,0.0
1,1,0.002,18,50,32,1,32,64,64,1.852,0.0
1,1,0.002,19,50,32,1,32,64,64,1.94,0.0
1,1,0.002,20,50,32,1,32,64,64,1.942,0.0
1,1,0.002,21,50,32,1,32,64,64,1.868,0.0
1,1,0.002,22,50,32,1,32,64,64,1.916,0.0
1,1,0.002,23,50,32,1,32,64,64,1.98,0.0
1,1,0.002,24,50,32,1,32,64,64,1.849,0.0
1,1,0.002,25,50,32,1,32,64,64,1.927,0.0
1,1,0.002,26,50,32,1,32,64,64,1.864,0.0
1,1,0.002,27,50,32,1,32,64,64,1.848,0.0
1,1,0.002,28,50,32,1,32,64,64,1.911,0.0
1,1,0.002,29,50,32,1,32,64,64,1.854,0.0
1,1,0.002,30,50,32,1,32,64,64,1.942,0.0
1,1,0.002,31,50,32,1,32,64,64,1.864,0.0
1,1,0.002,32,50,32,1,32,64,64,1.857,0.0
1,1,0.002,33,50,32,1,32,64,64,1.857,0.0
1,1,0.002,34,50,32,1,32,64,64,1.93,0.0
1,1,0.002,35,50,32,1,32,64,64,1.864,0.0
1,1,0.002,36,50,32,1,32,64,64,1.839,0.0
1,1,0.002,37,50,32,1,32,64,64,1.928,0.0
1,1,0.002,38,50,32,1,32,64,64,1.882,0.0
1,1,0.002,39,50,32,1,32,64,64,1.904,0.0
1,1,0.002,40,50,32,1,32,64,64,1.96,0.0
1,1,0.002,41,50,32,1,32,64,64,1.866,0.0
1,1,0.002,42,50,32,1,32,64,64,1.921,0.0
1,1,0.002,43,50,32,1,32,64,64,1.872,0.0
1,1,0.002,44,50,32,1,32,64,64,1.939,0.0
1,1,0.002,45,50,32,1,32,64,64,1.942,0.0
1,1,0.002,46,50,32,1,32,64,64,1.872,0.0
1,1,0.002,47,50,32,1,32,64,64,1.942,0.0
1,1,0.002,48,50,32,1,32,64,64,1.941,0.0
1,1,0.002,49,50,32,1,32,64,64,1.95,0.0
1,1,0.002,50,50,32,1,32,64,64,1.951,0.0
1,1,0.002,1,50,64,1,64,64,64,2.124,0.0
1,1,0.002,2,50,64,1,64,64,64,2.112,0.0
1,1,0.002,3,50,64,1,64,64,64,2.176,0.0
1,1,0.002,4,50,64,1,64,64,64,2.101,0.0
1,1,0.002,5,50,64,1,64,64,64,2.174,0.0
1,1,0.002,6,50,64,1,64,64,64,2.083,0.0
1,1,0.002,7,50,64,1,64,64,64,2.09,0.0
1,1,0.002,8,50,64,1,64,64,64,2.105,0.0
1,1,0.002,9,50,64,1,64,64,64,2.143,0.0
1,1,0.002,10,50,64,1,64,64,64,2.133,0.0
1,1,0.002,11,50,64,1,64,64,64,2.096,0.0
1,1,0.002,12,50,64,1,64,64,64,2.134,0.0
1,1,0.002,13,50,64,1,64,64,64,2.093,0.0
1,1,0.002,14,50,64,1,64,64,64,2.1,0.0
1,1,0.002,15,50,64,1,64,64,64,2.091,0.0
1,1,0.002,16,50,64,1,64,64,64,2.096,0.0
1,1,0.002,17,50,64,1,64,64,64,2.081,0.0
1,1,0.002,18,50,64,1,64,64,64,2.081,0.0
1,1,0.002,19,50,64,1,64,64,64,2.097,0.0
1,1,0.002,20,50,64,1,64,64,64,2.085,0.0
1,1,0.002,21,50,64,1,64,64,64,2.076,0.0
1,1,0.002,22,50,64,1,64,64,64,2.078,0.0
1,1,0.002,23,50,64,1,64,64,64,2.105,0.0
1,1,0.002,24,50,64,1,64,64,64,2.099,0.0
1,1,0.002,25,50,64,1,64,64,64,2.086,0.0
1,1,0.002,26,50,64,1,64,64,64,2.069,0.0
1,1,0.002,27,50,64,1,64,64,64,2.029,0.0
1,1,0.002,28,50,64,1,64,64,64,2.06,0.0
1,1,0.002,29,50,64,1,64,64,64,2.081,0.0
1,1,0.002,30,50,64,1,64,64,64,2.077,0.0
1,1,0.002,31,50,64,1,64,64,64,2.098,0.0
1,1,0.002,32,50,64,1,64,64,64,2.106,0.0
1,1,0.002,33,50,64,1,64,64,64,2.115,0.0
1,1,0.002,34,50,64,1,64,64,64,2.129,0.0
1,1,0.002,35,50,64,1,64,64,64,2.105,0.0
1,1,0.002,36,50,64,1,64,64,64,2.12,0.0
1,1,0.002,37,50,64,1,64,64,64,2.095,0.0
1,1,0.002,38,50,64,1,64,64,64,2.15,0.0
1,1,0.002,39,50,64,1,64,64,64,2.103,0.0
1,1,0.002,40,50,64,1,64,64,64,2.186,0.0
1,1,0.002,41,50,64,1,64,64,64,2.18,0.0
1,1,0.002,42,50,64,1,64,64,64,2.071,0.0
1,1,0.002,43,50,64,1,64,64,64,2.086,0.0
1,1,0.002,44,50,64,1,64,64,64,2.088,0.0
1,1,0.002,45,50,64,1,64,64,64,2.029,0.0
1,1,0.002,46,50,64,1,64,64,64,2.093,0.0
1,1,0.002,47,50,64,1,64,64,64,2.071,0.0
1,1,0.002,48,50,64,1,64,64,64,2.083,0.0
1,1,0.002,49,50,64,1,64,64,64,2.073,0.0
1,1,0.002,50,50,64,1,64,64,64,2.114,0.0
