mode,test id,chunk gap,epochs current,epochs,n_split_vnf0,n_combiner_vnf0,used chunk num,used data length,used data shape,cache time,processing time
1,1,0.002,32,50,2,1,384,98304,"[32.0, 3072]",0.799,0.454
1,1,0.002,33,50,2,1,384,98304,"[32.0, 3072]",0.804,0.647
1,1,0.002,33,50,2,1,384,98304,"[32.0, 3072]",0.819,0.449
1,1,0.002,34,50,2,1,384,98304,"[32.0, 3072]",0.8,0.645
1,1,0.002,34,50,2,1,384,98304,"[32.0, 3072]",0.814,0.44
1,1,0.002,35,50,2,1,384,98304,"[32.0, 3072]",0.799,0.647
1,1,0.002,35,50,2,1,384,98304,"[32.0, 3072]",0.819,0.436
1,1,0.002,36,50,2,1,384,98304,"[32.0, 3072]",0.799,0.645
1,1,0.002,36,50,2,1,384,98304,"[32.0, 3072]",0.833,0.427
1,1,0.002,37,50,2,1,384,98304,"[32.0, 3072]",0.831,0.696
1,1,0.002,37,50,2,1,384,98304,"[32.0, 3072]",0.81,0.444
1,1,0.002,38,50,2,1,384,98304,"[32.0, 3072]",0.838,0.611
1,1,0.002,38,50,2,1,384,98304,"[32.0, 3072]",0.753,0.427
1,1,0.002,39,50,2,1,384,98304,"[32.0, 3072]",0.83,0.643
1,1,0.002,39,50,2,1,384,98304,"[32.0, 3072]",0.82,0.436
1,1,0.002,40,50,2,1,384,98304,"[32.0, 3072]",0.811,0.636
1,1,0.002,40,50,2,1,384,98304,"[32.0, 3072]",0.752,0.428
1,1,0.002,41,50,2,1,384,98304,"[32.0, 3072]",0.832,0.673
1,1,0.002,41,50,2,1,384,98304,"[32.0, 3072]",0.751,0.429
1,1,0.002,42,50,2,1,384,98304,"[32.0, 3072]",0.826,0.637
1,1,0.002,42,50,2,1,384,98304,"[32.0, 3072]",0.799,0.454
1,1,0.002,43,50,2,1,384,98304,"[32.0, 3072]",0.808,0.738
1,1,0.002,43,50,2,1,384,98304,"[32.0, 3072]",0.754,0.432
1,1,0.002,44,50,2,1,384,98304,"[32.0, 3072]",0.804,0.734
1,1,0.002,44,50,2,1,384,98304,"[32.0, 3072]",0.826,0.426
1,1,0.002,45,50,2,1,384,98304,"[32.0, 3072]",0.804,0.645
1,1,0.002,45,50,2,1,384,98304,"[32.0, 3072]",0.736,0.44
1,1,0.002,46,50,2,1,384,98304,"[32.0, 3072]",0.815,0.688
1,1,0.002,46,50,2,1,384,98304,"[32.0, 3072]",0.737,0.439
1,1,0.002,47,50,2,1,384,98304,"[32.0, 3072]",0.804,0.645
1,1,0.002,47,50,2,1,384,98304,"[32.0, 3072]",0.819,0.456
1,1,0.002,48,50,2,1,384,98304,"[32.0, 3072]",0.813,0.652
1,1,0.002,48,50,2,1,384,98304,"[32.0, 3072]",0.742,0.447
1,1,0.002,49,50,2,1,384,98304,"[32.0, 3072]",0.831,0.646
1,1,0.002,49,50,2,1,384,98304,"[32.0, 3072]",0.823,0.429
1,1,0.002,50,50,2,1,384,98304,"[32.0, 3072]",0.799,0.641
1,1,0.002,50,50,2,1,384,98304,"[32.0, 3072]",0.809,0.444
1,1,0.002,1,50,4,1,192,49152,"[16.0, 3072]",0.401,0.32
1,1,0.002,1,50,4,1,192,49152,"[16.0, 3072]",0.363,0.291
1,1,0.002,1,50,4,1,192,49152,"[16.0, 3072]",0.357,0.294
1,1,0.002,1,50,4,1,192,49152,"[16.0, 3072]",0.348,0.196
1,1,0.002,2,50,4,1,192,49152,"[16.0, 3072]",0.407,0.308
1,1,0.002,2,50,4,1,192,49152,"[16.0, 3072]",0.355,0.297
1,1,0.002,2,50,4,1,192,49152,"[16.0, 3072]",0.35,0.302
1,1,0.002,2,50,4,1,192,49152,"[16.0, 3072]",0.353,0.191
1,1,0.002,3,50,4,1,192,49152,"[16.0, 3072]",0.4,0.307
1,1,0.002,3,50,4,1,192,49152,"[16.0, 3072]",0.349,0.299
1,1,0.002,3,50,4,1,192,49152,"[16.0, 3072]",0.362,0.288
1,1,0.002,3,50,4,1,192,49152,"[16.0, 3072]",0.347,0.198
1,1,0.002,4,50,4,1,192,49152,"[16.0, 3072]",0.409,0.309
1,1,0.002,4,50,4,1,192,49152,"[16.0, 3072]",0.363,0.292
1,1,0.002,4,50,4,1,192,49152,"[16.0, 3072]",0.354,0.295
1,1,0.002,4,50,4,1,192,49152,"[16.0, 3072]",0.348,0.196
1,1,0.002,5,50,4,1,192,49152,"[16.0, 3072]",0.407,0.381
1,1,0.002,5,50,4,1,192,49152,"[16.0, 3072]",0.375,0.278
1,1,0.002,5,50,4,1,192,49152,"[16.0, 3072]",0.349,0.3
1,1,0.002,5,50,4,1,192,49152,"[16.0, 3072]",0.347,0.197
1,1,0.002,6,50,4,1,192,49152,"[16.0, 3072]",0.415,0.301
1,1,0.002,6,50,4,1,192,49152,"[16.0, 3072]",0.352,0.298
1,1,0.002,6,50,4,1,192,49152,"[16.0, 3072]",0.353,0.293
1,1,0.002,6,50,4,1,192,49152,"[16.0, 3072]",0.346,0.2
1,1,0.002,7,50,4,1,192,49152,"[16.0, 3072]",0.4,0.314
1,1,0.002,7,50,4,1,192,49152,"[16.0, 3072]",0.358,0.302
1,1,0.002,7,50,4,1,192,49152,"[16.0, 3072]",0.366,0.281
1,1,0.002,7,50,4,1,192,49152,"[16.0, 3072]",0.362,0.183
1,1,0.002,8,50,4,1,192,49152,"[16.0, 3072]",0.407,0.305
1,1,0.002,8,50,4,1,192,49152,"[16.0, 3072]",0.364,0.29
1,1,0.002,8,50,4,1,192,49152,"[16.0, 3072]",0.355,0.294
1,1,0.002,8,50,4,1,192,49152,"[16.0, 3072]",0.346,0.199
1,1,0.002,9,50,4,1,192,49152,"[16.0, 3072]",0.433,0.369
1,1,0.002,9,50,4,1,192,49152,"[16.0, 3072]",0.349,0.302
1,1,0.002,9,50,4,1,192,49152,"[16.0, 3072]",0.359,0.29
1,1,0.002,9,50,4,1,192,49152,"[16.0, 3072]",0.355,0.192
1,1,0.002,10,50,4,1,192,49152,"[16.0, 3072]",0.415,0.301
1,1,0.002,10,50,4,1,192,49152,"[16.0, 3072]",0.385,0.315
1,1,0.002,10,50,4,1,192,49152,"[16.0, 3072]",0.351,0.296
1,1,0.002,10,50,4,1,192,49152,"[16.0, 3072]",0.348,0.195
1,1,0.002,11,50,4,1,192,49152,"[16.0, 3072]",0.404,0.312
1,1,0.002,11,50,4,1,192,49152,"[16.0, 3072]",0.348,0.303
1,1,0.002,11,50,4,1,192,49152,"[16.0, 3072]",0.36,0.29
1,1,0.002,11,50,4,1,192,49152,"[16.0, 3072]",0.345,0.2
1,1,0.002,12,50,4,1,192,49152,"[16.0, 3072]",0.401,0.309
1,1,0.002,12,50,4,1,192,49152,"[16.0, 3072]",0.366,0.287
1,1,0.002,12,50,4,1,192,49152,"[16.0, 3072]",0.358,0.291
1,1,0.002,12,50,4,1,192,49152,"[16.0, 3072]",0.363,0.191
1,1,0.002,13,50,4,1,192,49152,"[16.0, 3072]",0.418,0.3
1,1,0.002,13,50,4,1,192,49152,"[16.0, 3072]",0.353,0.299
1,1,0.002,13,50,4,1,192,49152,"[16.0, 3072]",0.359,0.29
1,1,0.002,13,50,4,1,192,49152,"[16.0, 3072]",0.345,0.199
1,1,0.002,14,50,4,1,192,49152,"[16.0, 3072]",0.401,0.307
1,1,0.002,14,50,4,1,192,49152,"[16.0, 3072]",0.355,0.296
1,1,0.002,14,50,4,1,192,49152,"[16.0, 3072]",0.35,0.297
1,1,0.002,14,50,4,1,192,49152,"[16.0, 3072]",0.345,0.199
1,1,0.002,15,50,4,1,192,49152,"[16.0, 3072]",0.406,0.299
1,1,0.002,15,50,4,1,192,49152,"[16.0, 3072]",0.35,0.301
1,1,0.002,15,50,4,1,192,49152,"[16.0, 3072]",0.354,0.298
1,1,0.002,15,50,4,1,192,49152,"[16.0, 3072]",0.347,0.195
1,1,0.002,16,50,4,1,192,49152,"[16.0, 3072]",0.404,0.317
1,1,0.002,16,50,4,1,192,49152,"[16.0, 3072]",0.365,0.293
1,1,0.002,16,50,4,1,192,49152,"[16.0, 3072]",0.346,0.391
1,1,0.002,16,50,4,1,192,49152,"[16.0, 3072]",0.365,0.186
1,1,0.002,17,50,4,1,192,49152,"[16.0, 3072]",0.404,0.289
1,1,0.002,17,50,4,1,192,49152,"[16.0, 3072]",0.348,0.298
1,1,0.002,17,50,4,1,192,49152,"[16.0, 3072]",0.345,0.301
1,1,0.002,17,50,4,1,192,49152,"[16.0, 3072]",0.347,0.196
1,1,0.002,18,50,4,1,192,49152,"[16.0, 3072]",0.401,0.315
1,1,0.002,18,50,4,1,192,49152,"[16.0, 3072]",0.347,0.301
1,1,0.002,18,50,4,1,192,49152,"[16.0, 3072]",0.352,0.304
1,1,0.002,18,50,4,1,192,49152,"[16.0, 3072]",0.344,0.195
1,1,0.002,19,50,4,1,192,49152,"[16.0, 3072]",0.403,0.319
1,1,0.002,19,50,4,1,192,49152,"[16.0, 3072]",0.353,0.296
1,1,0.002,19,50,4,1,192,49152,"[16.0, 3072]",0.351,0.296
1,1,0.002,19,50,4,1,192,49152,"[16.0, 3072]",0.351,0.195
1,1,0.002,20,50,4,1,192,49152,"[16.0, 3072]",0.4,0.315
1,1,0.002,20,50,4,1,192,49152,"[16.0, 3072]",0.35,0.307
1,1,0.002,20,50,4,1,192,49152,"[16.0, 3072]",0.362,0.288
1,1,0.002,20,50,4,1,192,49152,"[16.0, 3072]",0.384,0.167
1,1,0.002,21,50,4,1,192,49152,"[16.0, 3072]",0.401,0.318
1,1,0.002,21,50,4,1,192,49152,"[16.0, 3072]",0.36,0.296
1,1,0.002,21,50,4,1,192,49152,"[16.0, 3072]",0.362,0.288
1,1,0.002,21,50,4,1,192,49152,"[16.0, 3072]",0.361,0.187
1,1,0.002,22,50,4,1,192,49152,"[16.0, 3072]",0.412,0.302
1,1,0.002,22,50,4,1,192,49152,"[16.0, 3072]",0.348,0.301
1,1,0.002,22,50,4,1,192,49152,"[16.0, 3072]",0.356,0.291
1,1,0.002,22,50,4,1,192,49152,"[16.0, 3072]",0.347,0.196
1,1,0.002,23,50,4,1,192,49152,"[16.0, 3072]",0.4,0.322
1,1,0.002,23,50,4,1,192,49152,"[16.0, 3072]",0.361,0.291
1,1,0.002,23,50,4,1,192,49152,"[16.0, 3072]",0.351,0.296
1,1,0.002,23,50,4,1,192,49152,"[16.0, 3072]",0.345,0.199
1,1,0.002,24,50,4,1,192,49152,"[16.0, 3072]",0.404,0.307
1,1,0.002,24,50,4,1,192,49152,"[16.0, 3072]",0.349,0.304
1,1,0.002,24,50,4,1,192,49152,"[16.0, 3072]",0.362,0.288
1,1,0.002,24,50,4,1,192,49152,"[16.0, 3072]",0.346,0.2
1,1,0.002,25,50,4,1,192,49152,"[16.0, 3072]",0.407,0.306
1,1,0.002,25,50,4,1,192,49152,"[16.0, 3072]",0.349,0.3
1,1,0.002,25,50,4,1,192,49152,"[16.0, 3072]",0.358,0.289
1,1,0.002,25,50,4,1,192,49152,"[16.0, 3072]",0.345,0.199
1,1,0.002,26,50,4,1,192,49152,"[16.0, 3072]",0.408,0.309
1,1,0.002,26,50,4,1,192,49152,"[16.0, 3072]",0.354,0.297
1,1,0.002,26,50,4,1,192,49152,"[16.0, 3072]",0.354,0.294
1,1,0.002,26,50,4,1,192,49152,"[16.0, 3072]",0.356,0.191
1,1,0.002,27,50,4,1,192,49152,"[16.0, 3072]",0.404,0.304
1,1,0.002,27,50,4,1,192,49152,"[16.0, 3072]",0.351,0.297
1,1,0.002,27,50,4,1,192,49152,"[16.0, 3072]",0.363,0.287
1,1,0.002,27,50,4,1,192,49152,"[16.0, 3072]",0.346,0.199
1,1,0.002,28,50,4,1,192,49152,"[16.0, 3072]",0.411,0.306
1,1,0.002,28,50,4,1,192,49152,"[16.0, 3072]",0.356,0.295
1,1,0.002,28,50,4,1,192,49152,"[16.0, 3072]",0.352,0.296
1,1,0.002,28,50,4,1,192,49152,"[16.0, 3072]",0.346,0.199
1,1,0.002,29,50,4,1,192,49152,"[16.0, 3072]",0.403,0.312
1,1,0.002,29,50,4,1,192,49152,"[16.0, 3072]",0.364,0.287
1,1,0.002,29,50,4,1,192,49152,"[16.0, 3072]",0.356,0.295
1,1,0.002,29,50,4,1,192,49152,"[16.0, 3072]",0.344,0.199
1,1,0.002,30,50,4,1,192,49152,"[16.0, 3072]",0.404,0.312
1,1,0.002,30,50,4,1,192,49152,"[16.0, 3072]",0.357,0.295
1,1,0.002,30,50,4,1,192,49152,"[16.0, 3072]",0.35,0.299
1,1,0.002,30,50,4,1,192,49152,"[16.0, 3072]",0.346,0.199
1,1,0.002,31,50,4,1,192,49152,"[16.0, 3072]",0.4,0.315
1,1,0.002,31,50,4,1,192,49152,"[16.0, 3072]",0.348,0.299
1,1,0.002,31,50,4,1,192,49152,"[16.0, 3072]",0.352,0.298
1,1,0.002,31,50,4,1,192,49152,"[16.0, 3072]",0.35,0.198
1,1,0.002,32,50,4,1,192,49152,"[16.0, 3072]",0.404,0.315
1,1,0.002,32,50,4,1,192,49152,"[16.0, 3072]",0.359,0.295
1,1,0.002,32,50,4,1,192,49152,"[16.0, 3072]",0.374,0.283
1,1,0.002,32,50,4,1,192,49152,"[16.0, 3072]",0.349,0.197
1,1,0.002,33,50,4,1,192,49152,"[16.0, 3072]",0.411,0.302
1,1,0.002,33,50,4,1,192,49152,"[16.0, 3072]",0.356,0.296
1,1,0.002,33,50,4,1,192,49152,"[16.0, 3072]",0.347,0.301
1,1,0.002,33,50,4,1,192,49152,"[16.0, 3072]",0.347,0.201
1,1,0.002,34,50,4,1,192,49152,"[16.0, 3072]",0.411,0.288
1,1,0.002,34,50,4,1,192,49152,"[16.0, 3072]",0.368,0.283
1,1,0.002,34,50,4,1,192,49152,"[16.0, 3072]",0.357,0.291
1,1,0.002,34,50,4,1,192,49152,"[16.0, 3072]",0.346,0.198
1,1,0.002,35,50,4,1,192,49152,"[16.0, 3072]",0.411,0.301
1,1,0.002,35,50,4,1,192,49152,"[16.0, 3072]",0.365,0.288
1,1,0.002,35,50,4,1,192,49152,"[16.0, 3072]",0.355,0.294
1,1,0.002,35,50,4,1,192,49152,"[16.0, 3072]",0.349,0.195
1,1,0.002,36,50,4,1,192,49152,"[16.0, 3072]",0.402,0.319
1,1,0.002,36,50,4,1,192,49152,"[16.0, 3072]",0.364,0.285
1,1,0.002,36,50,4,1,192,49152,"[16.0, 3072]",0.38,0.277
1,1,0.002,36,50,4,1,192,49152,"[16.0, 3072]",0.344,0.199
1,1,0.002,37,50,4,1,192,49152,"[16.0, 3072]",0.4,0.316
1,1,0.002,37,50,4,1,192,49152,"[16.0, 3072]",0.355,0.297
1,1,0.002,37,50,4,1,192,49152,"[16.0, 3072]",0.354,0.294
1,1,0.002,37,50,4,1,192,49152,"[16.0, 3072]",0.351,0.192
1,1,0.002,38,50,4,1,192,49152,"[16.0, 3072]",0.401,0.315
1,1,0.002,38,50,4,1,192,49152,"[16.0, 3072]",0.356,0.297
1,1,0.002,38,50,4,1,192,49152,"[16.0, 3072]",0.358,0.287
1,1,0.002,38,50,4,1,192,49152,"[16.0, 3072]",0.351,0.197
1,1,0.002,39,50,4,1,192,49152,"[16.0, 3072]",0.408,0.307
1,1,0.002,39,50,4,1,192,49152,"[16.0, 3072]",0.369,0.294
1,1,0.002,39,50,4,1,192,49152,"[16.0, 3072]",0.359,0.291
1,1,0.002,39,50,4,1,192,49152,"[16.0, 3072]",0.346,0.199
1,1,0.002,40,50,4,1,192,49152,"[16.0, 3072]",0.4,0.314
1,1,0.002,40,50,4,1,192,49152,"[16.0, 3072]",0.36,0.289
1,1,0.002,40,50,4,1,192,49152,"[16.0, 3072]",0.349,0.296
1,1,0.002,40,50,4,1,192,49152,"[16.0, 3072]",0.35,0.195
1,1,0.002,41,50,4,1,192,49152,"[16.0, 3072]",0.402,0.306
1,1,0.002,41,50,4,1,192,49152,"[16.0, 3072]",0.357,0.306
1,1,0.002,41,50,4,1,192,49152,"[16.0, 3072]",0.363,0.288
1,1,0.002,41,50,4,1,192,49152,"[16.0, 3072]",0.35,0.195
1,1,0.002,42,50,4,1,192,49152,"[16.0, 3072]",0.404,0.312
1,1,0.002,42,50,4,1,192,49152,"[16.0, 3072]",0.356,0.293
1,1,0.002,42,50,4,1,192,49152,"[16.0, 3072]",0.351,0.297
1,1,0.002,42,50,4,1,192,49152,"[16.0, 3072]",0.348,0.195
1,1,0.002,43,50,4,1,192,49152,"[16.0, 3072]",0.4,0.316
1,1,0.002,43,50,4,1,192,49152,"[16.0, 3072]",0.356,0.294
1,1,0.002,43,50,4,1,192,49152,"[16.0, 3072]",0.35,0.302
1,1,0.002,43,50,4,1,192,49152,"[16.0, 3072]",0.354,0.191
1,1,0.002,44,50,4,1,192,49152,"[16.0, 3072]",0.416,0.302
1,1,0.002,44,50,4,1,192,49152,"[16.0, 3072]",0.348,0.303
1,1,0.002,44,50,4,1,192,49152,"[16.0, 3072]",0.363,0.295
1,1,0.002,44,50,4,1,192,49152,"[16.0, 3072]",0.354,0.191
1,1,0.002,45,50,4,1,192,49152,"[16.0, 3072]",0.399,0.306
1,1,0.002,45,50,4,1,192,49152,"[16.0, 3072]",0.35,0.299
1,1,0.002,45,50,4,1,192,49152,"[16.0, 3072]",0.35,0.307
1,1,0.002,45,50,4,1,192,49152,"[16.0, 3072]",0.362,0.185
1,1,0.002,46,50,4,1,192,49152,"[16.0, 3072]",0.402,0.312
1,1,0.002,46,50,4,1,192,49152,"[16.0, 3072]",0.351,0.294
1,1,0.002,46,50,4,1,192,49152,"[16.0, 3072]",0.354,0.298
1,1,0.002,46,50,4,1,192,49152,"[16.0, 3072]",0.356,0.192
1,1,0.002,47,50,4,1,192,49152,"[16.0, 3072]",0.402,0.316
1,1,0.002,47,50,4,1,192,49152,"[16.0, 3072]",0.353,0.293
1,1,0.002,47,50,4,1,192,49152,"[16.0, 3072]",0.353,0.298
1,1,0.002,47,50,4,1,192,49152,"[16.0, 3072]",0.36,0.189
1,1,0.002,48,50,4,1,192,49152,"[16.0, 3072]",0.4,0.316
1,1,0.002,48,50,4,1,192,49152,"[16.0, 3072]",0.4,0.343
1,1,0.002,48,50,4,1,192,49152,"[16.0, 3072]",0.345,0.3
1,1,0.002,48,50,4,1,192,49152,"[16.0, 3072]",0.355,0.192
1,1,0.002,49,50,4,1,192,49152,"[16.0, 3072]",0.403,0.314
1,1,0.002,49,50,4,1,192,49152,"[16.0, 3072]",0.408,0.313
1,1,0.002,49,50,4,1,192,49152,"[16.0, 3072]",0.39,0.266
1,1,0.002,49,50,4,1,192,49152,"[16.0, 3072]",0.348,0.196
1,1,0.002,50,50,4,1,192,49152,"[16.0, 3072]",0.403,0.313
1,1,0.002,50,50,4,1,192,49152,"[16.0, 3072]",0.353,0.297
1,1,0.002,50,50,4,1,192,49152,"[16.0, 3072]",0.356,0.288
1,1,0.002,50,50,4,1,192,49152,"[16.0, 3072]",0.402,0.219
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.207,0.056
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.204,0.122
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.204,0.097
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.163,0.079
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.191,0.055
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.199,0.116
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.199,0.098
1,1,0.002,1,50,8,1,96,24576,"[8.0, 3072]",0.161,0.068
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.206,0.106
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.199,0.083
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.176,0.065
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.205,0.126
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.205,0.101
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.162,0.083
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.185,0.055
1,1,0.002,2,50,8,1,96,24576,"[8.0, 3072]",0.199,0.113
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.202,0.115
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.199,0.096
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.164,0.078
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.194,0.127
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.204,0.104
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.202,0.085
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.171,0.064
1,1,0.002,3,50,8,1,96,24576,"[8.0, 3072]",0.196,0.052
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.201,0.093
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.165,0.073
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.188,0.058
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.2,0.119
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.201,0.102
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.166,0.083
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.193,0.116
1,1,0.002,4,50,8,1,96,24576,"[8.0, 3072]",0.2,0.106
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.201,0.113
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.198,0.093
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.164,0.073
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.188,0.055
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.21,0.109
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.199,0.093
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.177,0.135
1,1,0.002,5,50,8,1,96,24576,"[8.0, 3072]",0.199,0.122
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.2,0.112
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.198,0.094
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.199,0.074
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.187,0.055
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.199,0.115
1,1,0.002,6,50,8,1,96,24576,"[8.0, 3072]",0.2,0.101
